sentence1,sentence2,oznaka (label)
"Na njem brani naslov Švicar Federer, Nadal pa je pred letom dni v polfinalu predal Britancu Andyju Murrayju.","Ob obletnici pripravljajo turnejo po Sloveniji, ne bodo pa se branili niti povabil, da igrajo na zasebnih zabavah.",
"Vprašanje je torej izrednega pomena in potrebna je seveda politična iniciativa tudi slovenske manjšine, ki je poklicana, da brani interese teritorija, na katerem je naseljena.","Mogoče bi ga ugledala s ceste, se skušam braniti, čeprav se ne spomnim prav ničesar.",
"Problem niso, pravijo, Nozickovi sklepi, ampak njegov poskus, da bi jih branil s sklicevanjem na Kantovo egalitarno idejo obravnavanja ljudi kot smotrov na sebi.",Mamo naš jezek za branit an branit... e chi se ne... ?!,
"Vse več je vojn zaradi obrambe kulture, pa vse manj kulture, ki bi branila pred vojno.","Igralec B se lahko brani s pasingom (polje L2, D2) ali lobom (polje L3, 4, D3).Točka se v primeru uspešnega zadnjega udarca zaključi ali pa nadaljuje.",
"Vikingi ob ničemer niso občutili krivde, svojo čast pa so strastno branili in so se za vsako ceno izogibali sramoti.","Čeprav sta tudi onadva nosila modro-rumene uniforme, sta bila oborožena s tradicionalnim 'vatikanskim dolgim mečem', poltretji meter dolgim kopjem z ostrim rezilom, s kakršnimi so menda obglavili nešteto muslimanov, ko so v petnajstem stoletju branili krščanske križarje.",
makki-2 nauči se pisat po slo.in če ne vidiš se cela evropa brani pred širjenja islama.jaz ne hodim v cerkev pa še zmeraj verjamem v boga in ta ni al allah.,"Kakšna je ideologija v strankah, ki jih omenjate, je treba vprašati njih. Ne smemo spregledati nečesa: v nekaterih okoliščinah se ljudem zdi, da se morajo braniti.",
"Dejan Zavec, svetovni boksarski IBF-prvak, se v nemškem Magdeburgu uspešno pripravlja na obračun z Rafalom Jackiewiczem, proti kateremu bo šampionski pas branil 4. septembra v novi dvorani v Stožicah.","Vem, da bo zavezan resnici, da jo bo branil in iskal.",
"Duha je treba privesti k veri s pomočjo razlogov - dovolj je, če smo jih enkrat v življenju uvideli, telo pa s pomočjo dobre navade (252).",Toda sčasoma Jamie pripelje na obisk še duhove drugih ranjkih in odnos med Nino in umrlim postaja neznosen.,
"Digitalna trdnjava je bila duh, farsa, vaba, ki naj bi zapeljala NSA.","To sta sveta brata Ciril in Metod naredila v duhu, »ki je bil prost vsakega čuta večvrednosti ali oblastnosti«, zato sta znala uporabiti slovanski jezik v liturgiji kot uspešno orodje za seznanjanje z božjimi resnicami.",
"Godbeniki so ubrano igrali domače viže, pohodniki pa so tako skoraj po taktu le prispeli do cerkvice Svetega Duha, od koder se je začel spust proti Malim Vrhem in naprej proti dolini Kravjeka.","Islam torej vključuje program za družbena vprašanja od svojega nastanka. Od vsega začetka ima islam individualno in družbeno vlogo, ki jo mi v duhu Korana in načel preroka definiramo kot politiko.",
"Verjamejo, da duhovi pokojnih igrajo aktivno vlogo v naših vsakdanjih življenjih, nudijo nam zaščito in vodstvo.","Ko je vnuk hčere Velikega Duha to slišal, je stekel stran, preplaval je reko in vpil: Hrenova omaka, hrenova omaka, hrenova omaka!",
"Gotovo je kakšnega hieraha zaneslo v oboževanje »poglavarja po milosti božji«, gotovo so nekateri španski župniki izvajali družbenopolitični nadzor in pomagali vzdrževati diktaturo, toda Duh, ki veje, koder hoče, se generalu Francu ni pustil ujeti.",Poletje pa je kot nalašč za vzdrževanje zdravega duha v zdravem telesu.,
"1. Balijci verujejo, da so duhovi vsepovsod ; dobri duhovi prebivajo na gorah in nam prinašajo blagostanje, velikani in demoni prežijo pod morjem, zli duhovi pa strašijo v gozdovih in na osamljeni obali.","Golobica, ki predstavlja Svetega Duha, je po obliki podobna oblakom v ozadju in se zato dovolj umirjeno umešča v kompozicijo.",
"Županova Micka je za takratni čas odpirala številne aktualne teme: zdrav, naraven in pošten kmet nasproti pokvarjenemu in lahkoživemu plemstvu, problem narodne identitete med kmečkim slovenskim prebivalstvom in plemiškim nemškim prebivalstvom, v komediji se revolucionarni duh kaže skozi pametno kmečko dekle, ki se s svojo iznajdljivostjo izmuzne pohotnemu plemiču.","Resnično vam povem, da se popolnoma strinjam z gospodom Poljškom in je govoril popolnoma v duhu demokratične države in v cilju, da se to doseže v Sloveniji, kar se na žalost ne dogaja.",
"Zadnji metri pred Ickmanovo planimo, ko sva že sanjala o hladnem pivu, naju je prešinila misel na hudega bika.","Shranite v manjše stekleničke, ki jih hranite v temnem in hladnem prostoru.",
"- Še en tvoj gorenjskizem: Sedi, lezi, miži poslušam in hkrati čutim hladno rezilo na udu.","Na zgornji meji hladnega zraka nastanejo razna valovanja, zato se hladen zrak v valovih oz. paketih preliva in se delno kotali čez grebene, kar ustvarja glavne sunke burje - slika 7.8.",
"Ko se boste dotaknili skodelice in podstavka, boste zaznali, da prihajata iz različnih svetov – eden iz hladnega, trdega in gladkega, drugi iz toplega in mehkega.","O četrtem sloju bi bilo težko zanesljivo reči, ali ga je povzročil nov zasuk muhaste človeške čudi ali pa je seštevek učinka časa, menjavanja dežja in sonca, vlage, vročine in bičanja hladnih vetrov, saj ni bilo na njem prav nič.",
"Ravno v tistem trenutku je zabodel hlapec veliko ribo in z močjo jo je vrgel iz hladnega bivališča na suho, kjer ji ni bilo rešitve.",Brez hladne vojne in kreša interesov velikih sil je njihov status postal bolj notranjepolitičen in odvisen od notranjega stanja države.,
"- Vedno si ob prhanju telo oplakni še s hladno vodo (ne povsem mrzlo, zadostuje že nekaj stopinj hladnejša).","V osrednji Sloveniji in na Dolenjskem je januar nekoliko zaostajal za dolgoletnim povprečjem, v visokogorju so bili hladnejši kot običajno februar, marec, oktober in december.",
"Njene besede so, da je Bond seksističen sovražnik žensk, ostanek hladne vojne.","Prihajajo hladnejši jesenski dnevi, prelepi v svoji pisani paleti barv, ki se spreminjajo iz dneva v dan.",
"Napolnjen model postavimo v hladno pečico; pečico nastavimo na 175 stopinj, vklopimo in pečemo 60–70 min.","Erpice so najbolj okusne takoj po pečenju, torej še tople, primerne so tudi hladne k suhim mesninam in vinu.",
Podpisi pod okrogle okvirčke okrog izrezane slike Rada Muleja – do njih puščice:,"To se dogaja zaradi izrezanega vratu mehurja in operativne rane v predelu prostate ter vnetja, ki je vedno prisotno po operaciji.",
"Improvizirane rokavice, na katerih so prsti osvobojeni tekstila, narejene iz para nogavic, ki je postal izrezana žrtev neuspešnega nakupa.","Od takrat naprej so izrezano in spečeno testo začeli barvati in krasiti s sladkorno kremo, pisati verze, izreke, imena in še kaj, lepiti sličice, največkrat portrete, in vtiskovati ogledalca, ki so poudarila blišč izdelka.",
"Fotokopiranih kuponov ne bomo upoštevali oziroma so to lahko le kuponi, izrezani iz časopisov v redni prodaji, ki jih kupite v kiosku ali ki jih dobite kot naročnik.","Med preiskavo njegovega stanovanja so policisti našli časopisne izrezke s članki o kriminalu, pa tudi črke, izrezane iz naslovov.",
"MAMINA DEJSTVA: Če se vam zdi Elijah izrezan mamin sinko, imate prav.",Iz izrezanih receptov iz revij je nastala tudi knjižica receptov skupine »Metulji.«,
Liz Hurley se je na krstno slovesnost pripeljala v globoko izrezani obleki in s krznenim ogrinjalom.,"Tako je bil krepostni poslovni prijatelj recimo majhen in mršav ter s trdim ovratnikom, nikakor ne prepoten in gospa Gygax ga ni sprejela v kopalnem plašču, temveč v seveda široko izrezanem kimonu, tako da je bilo njeno prisrčno povabilo mišljeno tudi v prenesenem pomenu – to je bila ena od njegovih šal, eksempel njegovega skromnega humorja –, tudi zasluženi infarkt nadgangsterja ni zadel v hiši, temveč v njegovih skladiščnih prostorih, med viharnim fenom, pripeljali so ga še v bolnišnico, sledilo je raztrganje srčne mišice in odhod na drugi svet, toda to je, kot rečeno, nebistveno, in predvsem natančno drži, kar je tu razložil njegov čudoviti najboljši prijatelj in državni tožilec, z gospo Gygax je res začel razmerje samo zato, da bi starega lopova uničil, da, zdaj se jasno spominja, kako je v njegovi postelji čez njegovo soprogo bolščal v njegovo fotografijo, v ta nesimpatični, debeli obraz z roževinastimi očali pred izbuljenimi očmi, in kako ga je kot divje veselje obšla slutnja, da bo s tem, kar zdaj tako veselo in vneto počne, pravzaprav umoril svojega šefa, z njim hladnokrvno naredil konec.",
"Bila je prekrasna: črne oči so bile živo nasprotje ognjenim lasem, dolgo modro ogrinjalo, obrobljeno z zlatimi izvezenimi palmetami, ji je pokrivalo rahlo izrezan hiton atenskega kroja, na ramenu spet z vrvico enake barve kot ogrinjalo.","Andreja vedno nosi globoko izrezana oblačila, kar njene sosede meče iz tira.",
"Ko mu je pokazala listek, na katerem je bilo sestavljeno sporočilo iz izrezanih črk: »Ne kličite policije!","Čokolada s petko je bila najmanjša, težka je bila samo pet dek, in jesti sem jo morala, tako kot vse druge (najmanj sem imela rada okus štirice), v večjih količinah, če sem hotela z izrezanimi številčnimi znamkicami napolniti nagradni album in preko stričeve tajnice že naslednji dan dobiti za darilo paket.",
"Umrl bom za rakom, če me seveda ne bo ubilo kaj drugega.","Minila so tri leta, odkar je Nick Hogan v nesreči skoraj ubil svojega prijatelja Johna Graziana in zaradi tega pristal v zaporu.",
"Ubil se je, ko je skušal preskočiti dvižni most, ki se je bil ravno dvigal, hotel je z motorjem zapeljati čez brezno.","Ko je nemški polkovnik in načelnik štaba rezervne vojske, 36-letni grof Claus Schenk von Stauffenberg, hudo ranjen v Tuniziji, z enim očesom in eno roko ter tremi prsti na levici, 20. julija skušal ubiti Hitlerja, je dvomil o uspehu, saj so ga zmotili med pripravo na sprožitev bombe.",
"Rajko nam je prišel povedat, da je granata ubila tri svinje.",Ubila sta šestnajst pripadnikov policijskih sil in jih prav toliko tudi ranila.,
"Postaja pa jasno, zakaj je krava v Indiji sveta žival in je bil tisti, ki je ubil kravo, še pred nekaj desetletji obsojen na smrt.","Bala se mi je povedati, ker je vedela, da bi ga ubil, zato je ... splavila.”",
"Boji se, da ga hoče dr. Black ubiti, in rad bi objavil zgodbo o svojem raziskovanju, preden bi ga utišali.","Če boste samo pogledali drugega moškega, ga bom ubil!« je nadaljeval lord Salwick.",
"O tem, kdo je ubil Slavka Čuruvijo in Ivana Stambolića, kdo je izvršil atentat na Ibarski magistrali in v Budvi, kdo je vzel pravico v svoje roke in v obračunih po beograjskih ulicah ubil na desetine ljudi.«","Toča je klestila pridelke v Medžimurju na Hrvaškem, že v soboto pozno zvečer je silovit veter v Meggenhofnu v Zgornji Avstriji zlomil vejo, ki je ubila 41-letnega moškega.",
"V tem ognju prehoda (transitorio igne), o katerem je apostol dejal: sam se bo sicer rešil, vendar kakor skozi ogenj, se ne bodo očistili smrtni grehi, ampak nepomembni Š...] Ti grehi po našem verovanju duše ne ubijejo, jo pa skazijo Š...] in zaradi njih se lahko z nebeškim soprogom združi le za ceno skrajne zmede Š...] Odkupimo jih lahko s stalnimi molitvami in pogostim postenjem Š...] tisto, česar ne bomo odkupili, pa se bo moralo očistiti v ognju, za katerega apostol pravi: (delo vsakega) se bo razkrilo z ognjem; ogenj bo preskusil, kakšno je delo tega ali onega (1 Kor 3, 13) Š...] Torej se kaznujmo, dokler živimo na tem svetu Š...] in tako bodo ti grehi očiščeni v tem življenju, in v naslednjem življenju čistilni ogenj v nas bodisi ne bo našel nič ali le malo, kar bi lahko požgal.","Dečki, s katerimi sem bil, so mi rekli, naj ga ubijem in mu vzamem hlače.",
"Richard Holbrooke, nekdanji ameriški ambasador pri OZN in v Nemčiji ter vodja daytonskih pogajalcev bo najbrž naslednji ameriški zunanji minister, če bo George Bush na novembrskih predsedniških volitvah izgubil proti Johnu Kerryju.","V primeru, da bi izgubila nadzor nad vodnimi potmi, bi takoj spet postala nepomembna obrobna država.",
"Spretno se mora gibati po kamnitem in neravnem terenu, tako da ne izgubi ravnotežja.","Kajti kdo bi izgubil svobodo, ki mu jo je dala narava, da po svoji volji in moči vodi samega sebe, če se ne bi bal smrti v primeru, da bi jo obdržal?",
"Potem ko so rokometaši Celja PL v sedmem krogu lige prvakov izgubili dobljeno tekmo pri Rhein-Neckar Löwenu, je vsaj ekipa poljskih Kielc ugnala Chambery in ohranila celjsko upanje za osmino finala.","Privlačnost ti sicer pomaga pridobiti kak glas, ampak hkrati tudi kakšnega izgubiti.",
Ali pa se bo morda izgubil na divjem safariju v Kenijskem narodnem parku.,"Moj vtis je, da so izgubili živce, da so pričakovali nekaj drugega, kot se je potem zgodilo.",
Pevec maskirane metal zasedbe Slipknot Corey Taylor je nedolžnost izgubil že pri enajstih letih.,"Meditacija je rekla, da se je najbrž udarila v glavo, ko je izgubila ravnotežje in padla s pomola.",
Grofje Herbersteini so Hrastovec znova pridobili v začetku tega stoletja (1909) in ga izgubili po drugi svetovni vojni.,"Na rjavi podlagi se namreč mnoge barve izgubijo in mora se odpreti kar precej cvetov enake barve, da jih opazimo, zvončke, na primer.",
"Pred mestnim derbijem z Interjem se je Ronaldinho (na tekmi je zgrešil enajstmetrovko, Milan pa je izgubil z 0:2) v hotelskem apartmaju s prijatelji zabaval kar tri dni, zaradi česar ga je klub kaznoval s 75.000 evri.V Londonu so zadovoljni","Ameriška televizijska hiša CNN je po zmagi Maribor Teatanica v Kijevu poslala v svet legendarno poročilo: Dinamo iz Kijeva, polfinalist lanskoletne lige prvakov, je v prvem krogu evropske lige prvakov izgubil proti romunskemu Mariboru z 1:0.",
"Lydiji, ki je gledala, se je zdela cela večnost, preden je oče postopoma razklenil prste pod Christopherjevim vratom, ga izpustil in potem potisnil obe roki globoko v žepe, kakor da se premaguje, da bi usekal sina.","»Tudi to je povezano s prometom, izpusti v industriji, tudi gospodinjstva, kemijske čistilnice in bencinske črpalke prispevajo k temu,« je pojasnil dr. Pražnikar, vendar je opozoril, da je tudi tu koncentracija ponoči razmeroma nizka, podnevi pa se poviša, kar pomeni, da je nezaželeni ozon kombinacija izpustov in sončnega sevanja.",
"Lutkar je nenadoma izpustil niti marionet, ki jih je imel v rokah.","Dezső in Bece sta gledala v vrč, poskušala sta čim bolj tiho izpustiti zrak skozi nos.",
"Grizljajte njen vrat, pazduhe in stegna, sesajte njene prste, ušesa, nos – in kar je najvaŽnejše, ne izpustite je izpred oči.",Nekatere izdaje in prevodi imajo namesto osebka: “naš Gospod” osebek “naša Gospa” ali pa osebek izpustijo.,
"Po daljšem času se vračata tudi ''Romun'' Darijan Matič , ki je že sodeloval v minulih kvalifikacijah, ter ''Šved'' Miran Burgič , ki je zaradi velikih težav s poškodbami izpustil skoraj celotno minulo sezono, trem že preizkušenim članom vratarske trojke pod vodstvom Keka pa bo na uvodnem delu priprav delal družbo mladi Jan Koprivec , ki nabira izkušnje v drugi italijanski ligi.","ko napišeš tekst in vmes vstaviš izjave nenadoma ugotoviš, da si predolg in potem si postavljen pred dejstvo kaj krajšati, kaj izpustiti.",
"Pobesnelo ženo so policisti pridržali čez noč, zjutraj pa jo odvedli k sodniku, ki jo je proti varščini izpustil, vendar pa odredil takojšen obvezen obisk pri psihiatru, ki bo podal oceno njenega duševnega stanja.","Potem ko mu je v kvalifikacijah prst leve roke (tega je imel poškodovanega že lani, ko je izpustil ves jesenski del sezone s svetovnim prvenstvom v Århusu vred) prišel med bradljo in dlan, je dobro vedel, da bo pravi odgovor o resnosti položaja dalo šele sobotno jutro.",
"Sodnik je večino misijonarjev izpustil iz zapora 17. februarja, ko ni našel dokazov o tem, da bi šlo res za ugrabitve.","Jaz pa sem še vedno stala ob avtu in čakala, da izpustijo pse.",
"In skoraj ni nikogar, ki bi to, kar zdaj piše o Sloveniji, izpustil.","Preiskovalni sodnik izpustil 23-letnika, ki je z goljufijo prišel do testnega renault megana in golfa, skupaj vredna 36.000 evrov — Avta sta izginila, policisti pa so 23-letnika že večkrat obravnavali",
"Na obraz so mi nanesli silikonsko masko, v katero so izvrtali samo dve drobni luknjici za dihanje.","Veliki čezmerni odmerki lahko povzročijo slabost, bruhanje, bolečine v želodcu, omotico, zaspanost in težave z dihanjem.",
Pripravljala se je na to naporno srečanje z globokim dihanjem in sprehodi po gozdnih stezicah v okolici Ljubljane.,Za te bolnike je pomembna natančna anamneza in razlikovanje centralne motnje dihanja od drugih motenj spanja.,
"Zdravo dihanje konec koncev pomaga vsem telesnim funkcijam, saj izboljšuje presnovo in organom zlasti še srcu olajšuje delo.","Z vso močjo sem zadrževal občasne napade kašlja in se zahvaljeval hrupu televizorja in radia, ki sta prekrila glasnost mojega dihanja.",
"Takšna oblika dihanja se imenuje hiperventilacija, ki povzroči pospešeno utripanje srca in povečano količino adrenalina v organizmu. S tem se poveča količina ogljikovega dioksida v krvi, kar še pospeši utripanje srca in še poveča količino sladkorja in adrenalina.","umirjenost dihanja (trening počasnega, enakomernega in globokega dihanja, s katerim človeka usmerimo vase),",
"Pravilno dihanje je za sprostitev seveda ključno, kasneje pa tudi za sam porod.","Hm, stari Kitajci so že pred 5000 leti ugotovili, da je s preponskim dihanjem mogoče vplivati na celoten živčni sistem in energijska neravnovesja v telesu.",
"Oteženo dihanje, vrtoglavica, otekanje obraza, celo bljuvanja z bolečinami v spodnjem delu trebuha, krči in driske so dovolj resno opozorilo, da je potrebna takojšnja zdravniška pomoč.",Na 26. mestu periodnega pacienta predpisanih dodatkov prehrasistema nas kot šesti predstavnik prehod- POMEMBNO ZA DIHANJE ni v 20. stoletju.,
"Zlezel je v avto, skušal umiriti dihanje, nato pa se je odpeljal po opustelih ulicah do vhoda urgentnega oddelka v bolnišnici.","Brezzračnost njegovega univerzuma človeškim bitjem ne omogoča dihanja, čeprav je dihanje pogoj njihovega obstoja.",
"Vrijeme malih pesnika, vrijeme riječi, koje same sebi zatvaraju usta … vrijeme tišine, u koji se razsipaju kost i … s suzama u očima … stare čarape poezije.","Z vseh strani te napada zvok, jaz sem zadnjič šel z vato, pa je bilo malo bolje, me ni prerezalo do kosti.",
Glede osteoporoze pa pomeni estrogenska terapija najbolj učinkovito zdravilo za dodaten nanos kalcija v kosti.,"Sprva le kratki, postopoma pa daljši obiski pašnika povečajo ješčnost in krepijo kosti, mišice, kite in pljuča žrebeta.",
"Nastajali so gumbi, kakršne poznamo še danes, še vedno pa so poseben sloves ohranjali tisti iz želvovine, slonove kosti, biserne matice in dragih kamnov ter plemenitih kovin.",Čeljustna kost se zaraste okrog umetne korenine in tudi sluznica oziroma dlesen ob zobnem vsadku se obnaša zelo podobno kot ob naravnem zobu.,
"Vsega skupaj naj bo v meniju 60—70 dag živil na osebo; od tega računamo: 8—10 dag za predjedi 8—10 dag za ribje jedi 15—20 dag raznih vrst mesa s kostmi 15 dag solat, omak in prilog; za vse drugo: desert, sir, sadje pa še 15 dag.","Ko otrok odraste, rdeči kostni mozeg v dolgih kosteh nadomesti rumen kostni mozeg, v katerem se kopičijo maščobe.",
"Sedaj, ko sem starejša, se zime kar bojim, ker mraz ni za moje kosti.","Med novinarji se ga je zato prijel izraz prvi nosač pasjih kosti, ki seveda ni bil ravno častni naziv.",
"V Postojnski jami na primer je našel kosti jamskega medveda in čeljustnico jamskega leva (Cimerman, 1966/67).","Med hojo ves čas smešno poskakuje, skače v prazne prostore, da ne bi s svojimi težkimi, z norveškimi žeblji podkovanimi čevlji poškodoval kosti svojega obraza.",
"Lačni zmaj, ki že tri dni ni nič jedel, je planil nad vola ter ga požrl z živim apnom, kostmi in dlako vred.","PLUS ZA ZDRAVJE: Že z 250 g jagod dobimo polovico dnevno potrebnega železa za kri, za nameček pa še vitamin K za močne kosti.",
"Stiskal sem pesti, stiskal sem ustnice in bil po dolgem času resnično ves napet in trepetav.","Prvi vdetni odsek je ustrezal trdoglavemu želodu, skupaj z grčavim, skrajno napetim delcem, ki sega od spodnjega roba želoda in kožice, napete kot resonančna struna.",
"Viseča mreža, napeta med drevesom in vrtno uto, je v enako veselje tako otrokom kot odraslim, tako da je drugi prostor za sedenje na vrtu nepotreben.","Andy je ves napet visel s pogledom na Dianinem obrazu, da bi z njega razbral, kaj si misli o tej preprosti pesmici.",
"Primeri v svobodnem verzu imajo tudi različno dolge stihe in prav takšne »kitice«, nekajkrat so tudi brez vsakršnih rim. Župančičevo nagnjenje k muzikalnosti se razodeva še v različnih ponavljalnih figurah in refrenih ter v glasovni orkestraciji, v slikanju takšnega ali drugačnega, nežnega in ubranega ali divjega in razklanega razpoloženja z ustreznimi samoglasniki in soglasniki: cvetovi pesnikovega ljubezenskega hrepenenja »plavajo tak lahko, rahlo / v nepozabni kraj«; množice vernih o božiču »pred božjimi se čudi klanjajo / in v davne, daljne čase sanjajo«; dušo strastnega poeta spremljajo k dekletu »oblaki hudourni / in vetrovi šumni, burni«, od nje se spet vrača »v viharja črno grozo / in pijana blodi z vetrom / nad šumečimi lesovi, / nad bučečimi valovi« ; uživaško čutno življenje ima za posledico gnus in razdejanje: »Napetih ustnic med – fej, fej / Naslade vse – ostudne! ...","Dirke, ki so se Angeli zdele hitrejše in bolj napete kot vse, kar jih je dotlej videla, so se hitro odvijale.",
"Po dobri uri napetega vzpona, se strmina unese za nekaj deset korakov na odprti travnati izravnavi.","Preveč zaspan je bil, da bi izoblikoval določna vprašanja in odgovore, ter preveč napet, da bi lahko zaspal.",
V napetih in potencialno ogrožujočih trenutkih se v smeh včasih zatečemo čisto nezavedno.,"Preizkusite jo na kateremkoli delu partnerjevega telesa, ki se zdi tog, vroč, napet ali zategnjen.",
"Bila je še bolj napeta kot prej in opazil je, da si nestrpno lomi prste v dolgih belih rokavicah.","Opazili boste tudi, da so napete ličnice in mišice okoli oči, predvsem tiste v očesnih kotičkih.",
"Vsaka situacija, ki povečuje napetost ali občutek obremenitve, lahko prispeva k temu, da obrambe prej popustijo, in takrat vedno bolj prihaja na dan ta oblika primitivnejšega vedenja, nasilje. ''Bolj smo napeti, prej obrambe popustijo.","Osebno se je zavzemal za pravice temnopoltih do te mere, da se je pogosto osebno vpletel v rasno napete situacije.",
"Za razliko od ljubljanskega Odbora, ki je lahko obstajal le, dokler je diskusija tekla o konkretni zadevi, je zvezna »koordinacija« - zbor si je nadel ime »Jugoslovansko koordinacijo institucij za zaščito človekovih pravic« - pristala le na debato o načelnih vprašanjih.","Boston je bilo namreč pristanišče, kjer so najprej pristale ladje iz Evrope, s katerimi so v tistih časih prihajala tudi vse novice s Stare celine.",
"Ko je pristala pri založbi Sony, so ji najprej dali nalogo, da napiše nekaj pesmi za njihove izvajalce kot so Britney Spears, New Kids on the Block, Fergie in Pussycat Dolls.","In tako na koncu spet pristanemo pri klasični zgodbi o razmerju med resnimi in problemskimi novinarskimi prispevki in lahkotno vsebino, s katero komercialni programi grabijo množice.",
"Če bi že prej vedela, kaj naju čaka, ne bi nikoli pristala na njeno vselitev.",Pod deset odstotkov je pristal s svojo Novo Slovenijo tudi moj izvrstni prijatelj dr. Andrej Bajuk.,
"“ Na takšno rešitev bodo bankirji pristali le, če bo tudi nižja cena še vedno prinesla dovolj velik dobiček, da bodo banke v celoti poplačane oziroma zadovoljne z izkupičkom.","-Pazi! je zavpila prestrašena snažilka, ko je vedro vode pristalo v kovinski žvenket in je voda pljusknila po njenih nogah.",
"Ko so naposled pristali v Bujumburi, se mu je iz srca zahvalila.","NO, SEM PRISTAL IN KOMAJ ČAKAM, DA TE VIDIM PRI DELU.”",
Z avtom je vijugal po blatni cesti gor in dol in naenkrat pristal sredi naselja ob gozdu.,ČAS LINIJA IZ SMERI OPOMBE 10:45 JP377 BRUSSELS PRISTAL 10:34 SN6571 10:45 JP285 VIENNA PRISTAL 10:31 OS7031 11:10 JP365 ZURICH PREDVIDEN 11:10 LX4244 11:10 JP939 WARSAW PREDVIDEN 10:55 LO5561 11:25 JP117 FRANKFURT 11:20 LH6910 12:50 JP323 PARIS 12:50 JP451 LONDON 13:10 OK828 PRAGUE 13:20 JP113 FRANKFURT LH6903 13:40 TK1061 ISTANBUL 15:00 JP159 MUNICH LH6912 15:00 AF1186 PARIS 15:30 JP701 SARAJEVO SK8945 15:35 JP149 FRANKFURT LH6918 16:30 JP705 TIRANA SK8947 16:45 EZY3245 LONDON 16:50 JP853 PODGORICA YM4180 16:50 JP801 BELGRADE JU8102,
"Zaradi polite kave je moralo letalo družbe United Airlines, ki je bilo na poti iz Chicaga v Frankfurt, pristati v Torontu.","Pristali smo na vrhu velikega ledenika, kjer nas je čakala tudi prva skupina.",
"Dodali so mu dvojna električna drsna vrata, zato je vozilo bolj uporabno.","Že ko je Kostić vstopil skozi vrata moje celice, sem vedel, da je nekaj hudo narobe.",
Keanu je Lynn že odprl vrata svojega doma v zahodnem Hollywoodu in po dolgem času končno spet kaže malce bolj vesel obraz.,"Pojav lahko spremlja slabost, povišana temperatura, glavobol in celo otrdel vrat, bolečine v mišicah in sklepih ter povečane bezgavke.",
"Tel.: 040 231 289 Prodam Fiat Uno 1.0 IES, troje vrat, vožen na Primorskem, brez rje, brezhiben, redno vzdrževan, cena 300 €.","Ogled glavne prestolnice Slovaške: vzpon na grajski grič, kjer je bratislavski grad, glavni trg z ostanki srednjeveškega obzidja, mestnih vrat, Michalovega stolpa ter sprehod po Michalski in Venturski ulici.",
"Barva okenskih polic na najini hiši je na primer identična s premazom vrtnih vrat in vitičaste mreže, tudi material in barva vrtnega pohištva sta usklajena med seboj.","Ko je tiho odprl vrata, je stal Eça ob oknu in gledal ven v noč.",
"Ko sem stopala od mize proti vratom, sem se počutila, kakor da se mi vrti v glavi.","Prišla je tudi Tina z obvestilom, da so vsa vrata v zgornjem nadstropju zaklenjena.",
"V spalnici postavite vrata tako, da bo za njimi prostor za garderobne omare.","Z gumbom na daljincu je odklenil limuzino, z drugim pa odprl njena široka, na debelo oblazinjena vrata in se zviška zavalil na sedež, obložen s pravim usnjem.",
"Po tednu dni pa se je med podboji vrat, za katerimi je Ira bedela nad ribo, pojavila kakor moški visoka, plečata petdesetletnica s pordelimi zidarskimi dlanmi, oblečena v tvidast jopič z usnjenimi zaplatami na komolcih in obuta v pošvedrane mokasine.","Ko je davnega leta 1959 zakorakala v svet kinematografije s svojim prvim igranim filmom Vrata ostaju otvorena Františka Čapa, ni Milena Dravić, največja in edina prava diva jugoslovanske kinematografije, niti slutila, da bodo zanjo vrata ostala odprta vse do danes, skoraj petdeset let.",
"Ker se dekletoma briljantni videospoti iz dneva v dan bolj kopičijo, sta bili po svoje prav zadovoljni, da sta lahko na lestvico že teden prej uvrstili vročo zasedbo Da Phenomena.","Na pozitiven premik v konkurenčnosti gospodarstva kaže tudi zadnje poročilo mednarodne institucije IMD, po katerem se je Slovenija na lestvici nacionalne konkurenčnosti med 55-imi državami uvrstila na 32. mesto, kar je 8 mest više kot v predhodnem letu.",
"Tako se je dogajalo, da so kontrolorji pri “vohalnem” testu označili spremembo vonja za tri stopnje, medtem ko je isti dezodorant pri drugi poskusni osebi povzročil spremembo na lestvici le za eno stopnjo.",Pri tem so si pomagali z izrazi na obrazih plakata mavrične lestvice čustev.,
"Čim više smo na lestvici življenjskih položajev, manj je prijateljev, vse več nevoščljivcev.","Bojanov drugi singel Preko ruba vremena je nežna balada, ki zaseda visoka mesta na lestvicah hrvaških radijskih postaj in tako presega uspehe prvega singla z naslovom Ne govori da me znaš .",
"Rezultate pisnega razumevanja italijanskega jezika in bralnih sposobnosti slovenskega jezika smo zbrali, jim določili razpone in dobili lestvico vrednosti.","Na vrhu službene lestvice jakosti ljubiteljev feferonov sta paprika vrste habanero, ki raste v Mehiki, in tezpur čili iz Indije, ki pa je zelo zelo redek.",
"Za svoji najljubši skladbi in video lahko glasujete na dopisnici, ki jo pošljite na Pil PLUS, za Vroče lestvice, 1536 Ljubljana, ali na spletni strani www.pilplus-on.net ali s SMS-sporočili.","Njeni romantično kriminalni romani že leta osvajajo milijone bralk in bralcev po vsem svetu, kakor tudi vrhove prodajnih lestvic.",
"Bil bi neumen, če bi zanikal lestvico izkušenj, ki je tisto, čemur pravite evolucija.","Verjetno je lestvica samo do 500, tak da slovenskih ni not!!!",
